84.33,7.78,1.917,1707805738
63.84,0.65,0.601,1707805739
58.76,5.4,0.77,1707805740
78.28,6.89,1.112,1707805741
69.37,11.17,0.621,1707805742
86.32,13.59,0.337,1707805743
64.92,8.03,0.22,1707805744
50.07,3.9,1.329,1707805745
97.39,12.2,1.677,1707805746
71.92,1.11,1.218,1707805747
69.11,1.61,0.51,1707805748
86.17,4.66,1.558,1707805749
70.38,8.63,0.368,1707805750
77.12,13.92,0.092,1707805751
75.76,11.3,0.962,1707805752
57.7,12.2,0.932,1707805753
64.82,6.96,1.192,1707805754
82.45,4.62,0.777,1707805755
63.21,9.09,1.249,1707805756
68.45,11.78,1.44,1707805757
57.5,11.57,0.528,1707805758
64.55,10.41,1.559,1707805759
50.58,12.3,0.703,1707805760
73.66,3.43,1.634,1707805761
69.51,12.79,1.505,1707805762
76.44,8.18,0.287,1707805763
59.25,8.5,0.634,1707805764
73.94,12.07,1.974,1707805765
90.35,11.24,1.936,1707805766
71.11,5.51,1.369,1707805767
86.67,13.23,1.942,1707805768
82.29,5.07,1.215,1707805769
73.66,6.03,1.083,1707805770
61.07,2.04,0.788,1707805771
85.2,4.91,0.142,1707805772
46.94,2.31,1.518,1707805773
74.89,3.93,1.741,1707805774
65.95,4.33,1.769,1707805775
68.15,5.01,0.1,1707805776
65.41,12.19,0.769,1707805777
83.65,3.34,0.152,1707805778
68.77,2.65,1.772,1707805779
86.4,13.26,0.882,1707805780
78.71,3.05,1.098,1707805781
63.66,8.45,0.03,1707805782
67.0,1.35,0.153,1707805783
65.79,7.75,1.591,1707805784
71.38,9.27,1.166,1707805785
76.1,4.55,1.116,1707805786
71.7,1.22,0.883,1707805787
75.43,7.36,0.124,1707805788
75.31,6.43,0.449,1707805789
83.76,7.22,0.095,1707805790
73.44,10.77,1.718,1707805791
73.11,12.54,1.58,1707805792
68.24,6.63,1.668,1707805793
61.9,2.83,1.963,1707805794
54.07,13.02,0.841,1707805795
64.92,6.03,0.4,1707805796
73.08,7.96,0.099,1707805797
58.9,13.45,0.284,1707805798
81.11,1.94,0.598,1707805799
86.32,12.76,0.527,1707805800
56.47,0.06,0.172,1707805801
62.05,5.99,0.013,1707805802
75.09,4.69,1.169,1707805803
78.78,1.16,1.39,1707805804
84.76,2.11,0.058,1707805805
56.52,2.25,1.347,1707805806
80.43,11.69,0.013,1707805807
59.26,3.29,0.068,1707805808
69.0,3.06,1.558,1707805809
72.33,13.46,1.756,1707805810
77.97,11.26,1.55,1707805811
78.45,12.07,0.115,1707805812
63.68,4.89,0.848,1707805813
73.51,8.58,1.883,1707805814
72.08,13.47,1.127,1707805815
62.73,10.3,1.982,1707805816
70.57,1.7,1.291,1707805817
79.87,12.03,0.264,1707805818
61.64,8.76,1.889,1707805819
76.48,9.5,0.877,1707805820
74.75,11.84,1.552,1707805821
80.75,4.74,0.317,1707805822
79.71,13.89,1.715,1707805823
78.12,10.44,1.884,1707805824
66.71,2.09,0.222,1707805825
85.86,8.24,0.364,1707805826
62.9,4.66,1.019,1707805827
77.71,6.31,0.863,1707805828
75.76,0.6,0.749,1707805829
57.99,7.87,0.112,1707805830
71.37,0.22,1.921,1707805831
69.55,5.09,1.053,1707805832
73.74,10.69,1.554,1707805833
73.83,9.76,1.873,1707805834
81.0,9.43,1.603,1707805835
73.6,9.34,0.998,1707805836
72.32,0.94,0.481,1707805837
62.81,10.63,1.753,1707805838
62.42,3.37,1.371,1707805839
68.3,10.53,1.208,1707805840
59.14,5.89,1.064,1707805841
71.17,0.4,0.215,1707805842
65.64,8.77,0.338,1707805843
68.74,1.92,1.117,1707805844
67.54,2.97,0.867,1707805845
67.91,12.02,1.035,1707805846
51.67,2.37,1.511,1707805847
63.9,1.2,1.156,1707805848
69.65,9.8,0.348,1707805849
72.93,11.44,1.094,1707805850
79.52,4.62,1.357,1707805851
91.39,5.83,0.518,1707805852
67.42,4.17,0.415,1707805853
60.37,1.93,0.114,1707805854
78.06,4.87,1.599,1707805855
54.06,2.36,1.287,1707805856
53.06,8.4,1.586,1707805857
57.7,12.71,1.919,1707805858
75.61,9.17,0.388,1707805859
74.06,9.38,1.25,1707805860
77.09,4.16,0.267,1707805861
83.39,2.13,0.237,1707805862
63.19,12.74,0.589,1707805863
85.1,8.15,0.334,1707805864
88.77,4.12,1.725,1707805865
71.13,4.83,1.822,1707805866
81.88,5.38,1.659,1707805867
81.85,6.59,0.068,1707805868
81.87,7.4,1.947,1707805869
78.69,13.25,0.073,1707805870
74.21,10.6,0.024,1707805871
74.71,2.72,0.858,1707805872
56.49,0.65,0.097,1707805873
74.1,9.07,0.608,1707805874
58.73,5.62,1.387,1707805875
76.37,5.17,0.719,1707805876
77.69,8.53,1.604,1707805877
73.02,0.55,1.366,1707805878
65.72,11.91,1.686,1707805879
68.12,11.17,0.983,1707805880
70.48,7.3,0.055,1707805881
75.89,1.78,1.162,1707805882
73.63,12.22,1.911,1707805883
63.32,11.61,0.871,1707805884
71.25,8.57,0.226,1707805885
68.87,1.2,0.144,1707805886
68.49,10.24,0.686,1707805887
82.77,2.37,0.898,1707805888
68.32,4.01,0.646,1707805889
68.08,7.6,0.871,1707805890
86.38,1.58,0.69,1707805891
79.71,13.53,0.895,1707805892
79.02,1.87,1.406,1707805893
89.65,10.32,0.792,1707805894
61.91,0.89,1.608,1707805895
63.06,11.79,0.426,1707805896
68.42,4.84,0.315,1707805897
70.49,8.96,1.853,1707805898
73.44,11.45,0.318,1707805899
54.92,2.28,1.335,1707805900
61.88,3.73,0.354,1707805901
69.03,4.83,1.541,1707805902
87.26,9.28,0.337,1707805903
66.74,4.27,1.329,1707805904
49.45,11.55,1.747,1707805905
51.39,13.35,0.366,1707805906
61.57,7.71,1.238,1707805907
78.57,10.63,0.323,1707805908
75.54,0.74,0.294,1707805909
53.61,5.46,1.119,1707805910
83.07,8.83,0.04,1707805911
76.97,0.72,0.231,1707805912
73.79,7.38,0.297,1707805913
47.14,13.61,0.988,1707805914
53.89,6.85,0.686,1707805915
73.84,8.0,0.067,1707805916
80.3,13.96,0.023,1707805917
74.26,13.85,0.819,1707805918
82.67,10.46,0.778,1707805919
66.83,12.89,0.397,1707805920
72.07,12.73,0.116,1707805921
65.77,13.15,0.147,1707805922
67.31,6.91,0.076,1707805923
72.5,5.79,0.611,1707805924
73.29,5.56,0.925,1707805925
66.01,2.37,1.201,1707805926
67.97,6.3,1.098,1707805927
55.21,7.33,1.272,1707805928
82.45,12.16,1.491,1707805929
68.54,2.63,0.735,1707805930
72.31,1.34,0.335,1707805931
66.39,12.03,1.322,1707805932
59.52,8.33,0.053,1707805933
80.29,7.25,1.421,1707805934
78.81,0.98,0.756,1707805935
76.84,0.13,0.662,1707805936
76.97,5.06,0.465,1707805937
64.43,6.25,1.021,1707805938
80.15,6.83,0.447,1707805939
76.22,6.52,0.169,1707805940
58.94,10.24,0.378,1707805941
82.78,9.92,1.64,1707805942
74.0,4.67,1.173,1707805943
72.78,7.61,0.887,1707805944
64.91,4.37,0.502,1707805945
56.9,3.2,1.105,1707805946
76.35,2.27,0.408,1707805947
66.84,6.68,1.031,1707805948
62.06,9.55,0.924,1707805949
85.9,10.29,0.128,1707805950
83.81,4.68,0.349,1707805951
74.6,5.54,1.247,1707805952
56.94,10.54,1.335,1707805953
74.34,10.37,1.895,1707805954
63.25,0.51,1.731,1707805955
77.72,4.86,0.74,1707805956
93.06,7.34,1.59,1707805957
70.96,1.1,0.326,1707805958
84.6,0.23,0.051,1707805959
62.34,13.37,1.235,1707805960
79.91,6.96,0.89,1707805961
75.64,6.35,1.258,1707805962
77.87,11.11,0.802,1707805963
55.14,2.48,1.773,1707805964
72.27,10.48,1.871,1707805965
65.31,1.89,1.151,1707805966
64.88,10.98,1.975,1707805967
64.94,1.17,1.384,1707805968
54.51,2.42,1.308,1707805969
75.74,6.82,1.646,1707805970
80.87,11.47,1.241,1707805971
60.07,12.81,1.608,1707805972
69.04,11.37,1.44,1707805973
55.83,10.9,0.837,1707805974
75.19,9.09,0.671,1707805975
66.44,6.18,1.709,1707805976
63.48,3.98,0.75,1707805977
64.12,12.6,0.291,1707805978
61.91,1.34,0.609,1707805979
72.96,5.93,1.437,1707805980
63.07,11.99,0.229,1707805981
67.33,5.54,1.387,1707805982
57.57,3.89,1.519,1707805983
75.37,8.68,1.618,1707805984
72.68,11.19,0.918,1707805985
73.57,0.99,1.895,1707805986
59.52,1.49,1.116,1707805987
52.83,3.09,0.574,1707805988
55.71,13.03,1.443,1707805989
71.4,11.05,0.727,1707805990
71.55,8.02,0.863,1707805991
56.18,8.33,1.044,1707805992
76.34,9.73,1.266,1707805993
67.37,9.81,1.923,1707805994
77.14,10.8,1.3,1707805995
64.8,5.19,1.171,1707805996
69.54,2.58,0.465,1707805997
84.7,9.9,0.265,1707805998
66.01,7.31,0.68,1707805999
71.36,9.48,0.037,1707806000
81.94,13.7,1.371,1707806001
73.09,7.59,0.108,1707806002
71.6,8.01,1.465,1707806003
77.84,10.69,1.324,1707806004
75.52,4.49,0.122,1707806005
68.54,5.52,0.521,1707806006
57.15,5.29,1.095,1707806007
64.9,5.75,1.977,1707806008
59.99,13.28,0.35,1707806009
80.19,8.14,0.675,1707806010
68.87,4.42,1.043,1707806011
71.91,6.3,0.377,1707806012
86.2,2.7,1.244,1707806013
65.54,4.96,0.773,1707806014
84.2,4.92,1.444,1707806015
81.7,2.04,1.334,1707806016
59.16,9.41,0.147,1707806017
60.95,1.53,0.223,1707806018
71.58,7.02,1.266,1707806019
64.58,6.53,1.069,1707806020
66.54,3.52,0.3,1707806021
