1696689942.2266796,72.11,9.0,3.6
1696689943.2266796,34.46,9.9,2.5
1696689944.2266796,78.35,1.2,0.1
1696689945.2266796,88.79,11.3,8.8
1696689946.2266796,45.32,5.7,4.4
1696689947.2266796,94.92,12.6,3.6
1696689948.2266796,83.93,5.6,0.7
1696689949.2266796,43.24,11.4,4.3
1696689950.2266796,87.33,2.2,8.0
1696689951.2266796,76.73,11.3,5.2
1696689952.2266796,80.31,11.5,0.2
1696689953.2266796,98.35,13.9,5.7
1696689954.2266796,66.86,8.0,5.5
1696689955.2266796,76.39,5.1,6.9
1696689956.2266796,58.96,13.2,0.1
1696689957.2266796,49.19,6.0,0.7
1696689958.2266796,44.55,2.1,0.6
1696689959.2266796,87.38,6.7,1.5
1696689960.2266796,56.46,9.7,2.7
1696689961.2266796,34.05,13.3,8.2
1696689962.2266796,85.42,12.3,2.0
1696689963.2266796,80.59,3.1,1.1
1696689964.2266796,61.63,2.7,4.1
1696689965.2266796,95.77,4.3,6.1
1696689966.2266796,47.87,11.6,5.6
1696689967.2266796,62.91,8.7,3.9
1696689968.2266796,72.11,5.6,7.4
1696689969.2266796,99.44,8.3,4.2
1696689970.2266796,63.79,7.0,7.9
1696689971.2266796,78.39,3.2,0.6
1696689972.2266796,58.98,13.2,9.4
1696689973.2266796,75.44,1.7,6.7
1696689974.2266796,45.53,8.9,7.4
1696689975.2266796,42.28,11.1,4.6
1696689976.2266796,63.38,13.1,7.1
1696689977.2266796,67.87,6.1,5.3
1696689978.2266796,52.79,3.8,9.7
1696689979.2266796,46.08,11.1,2.6
1696689980.2266796,99.63,6.9,4.1
1696689981.2266796,95.27,5.2,9.7
1696689982.2266796,30.74,5.3,5.2
1696689983.2266796,44.21,9.7,5.0
1696689984.2266796,45.88,11.0,3.1
1696689985.2266796,45.03,4.7,3.1
1696689986.2266796,86.79,4.6,8.5
1696689987.2266796,74.11,4.5,1.1
1696689988.2266796,35.74,12.1,9.4
1696689989.2266796,87.73,9.6,6.8
1696689990.2266796,78.33,11.4,7.8
1696689991.2266796,33.44,1.6,9.0
