file supposed to catch mistakes
1696689566.5378656,54.68,6.2,8.4
1696689567.5378656,60.58,3.2,0.6
1696689568.5378656,58.01,11.6,4.9
1696689569.5378656,38.27,1.4,5.5

1696689570.5378656,82.89,
1696689571.5378656,86.26,11.0,1.7
1696689572.5378656,79.23,12.5,1.1
1696689573.5378656,95.91,2.1,3.6
1696689574.5378656,51.28,6.0,8.1
1696689575.5378656,37.49,11.4,2.5
1696689576.5378656,96.75,9.1,7.6
1696689577.5378656,60.64,10.5,7.9
1696689578.5378656,13.0,0.5
1696689579.5378656,71.83,13.0,7.0
1696689580.5378656,41.97,8.7,1.2
1696689581.5378656,88.38,8.5,0.0

1696689582.5378656,71.9,12.0,0.9
1696689583.5378656,35.71,5.7,1.6
1696689584.5378656,47.18,10.9,4.0
1696689585.5378656,97.53,9.7,2.0
1696689586.5378656,60.05,4.5,1.4
1696689587.5378656,60.61,1.0,8.7
1696689588.5378656,57.49,12.7,7.0
1696689589.5378656,88.79,1.1,3.0
1696689590.5378656,33.28,7.7,7.2
1696689591.5378656,50.02,6.3,6.7
1696689592.5378656,40.21,12.1,6.0
,80.78,2.9,1.5
1696689594.5378656,41.87,7.2,2.5
1696689595.5378656,82.05,3.8,5.4
1696689596.5378656,63.37,11.3,4.9
1696689597.5378656
1696689598.5378656,36.44,4.4,0.1
1696689599.5378656,75.64,2.2,5.0
1696689600.5378656,51.3,13.4,9.1
1696689601.5378656,50.92,5.5,1.0
1696689602.5378656,68.81,3.0,2.5
1696689603.5378656,54.8,12.9,1.1
1696689604.5378656,86.09,8.4,5.2
1696689605.5378656,40.74,6.4,8.2
1696689606.5378656,36.67,9.3,2.8
1696689607.5378656,dfbfrtbtfg,72.95,4.5,4.0
1696689608.5378656,87.89,4.3,1.3
1696689609.5378656,68.96,6.9,9.9sdevgdrbg
1696689610.5378656,95.62,7.1,4.1
1696689611.5378656,78.63,11.7,4.9
1696689612.5378656,72.28,8.1,4.7
1696689613.5378656,65.41,5.1,9.1
1696689614.5378656,94.04,3.2,9.4
1696689615.5378656,91.14,7.9,9.3
